tag,description
0,"Job Summary Responsible for validating product quality by analyzing and testing the quality of the code base. Focuses on writing code that will be executed in an automated and repeatable fashion which will reduce manual testing efforts and increase code quality and consistency. Develops and maintains code that validates front-end, middleware and database systems, using the latest tools and programming languages. Provides input into various software development lifecycle stages. Partners with software engineers to write efficient automation code using coding standards and best practices. Reports test execution results to senior leadership. Repairs complex broken automation scripts and performs peer reviews of automation codebase. Integrates knowledge of business and functional priorities. Acts as a key contributor in a complex and crucial environment. May lead teams or projects and shares expertise.
Job Description
Core Responsibilities
Write and edit complex, automated test code, using the same standards as a Software Engineer, that allows for repeatable, reliable testing solutions to test the wide functionality of products and software in accordance with specifications and technical requirements, maintaining automation codebase in a version control system (GIT, SVN). This may include creating complex SQL queries for validation of databases and writing SOAP and RESTful API automated scripts.
Build new tools to assist in faster test automation and functional testing efforts and innovate on existing automation processes.
Serve as a guide and mentor for junior-level engineers. Provides technical leadership and consultation with regards to practices, procedures and techniques.
Review project progress, evaluates results and recommends corrections in technical applications and analysis to executive teams.
Perform code reviews of automation scripts and front-end codebases.
Work closely with Test Engineers and Development teams to build test script hooks that help in earlier and easier testing.
Analyze broken test cases and diagnose and repair to working order.
Diagnose and repair complex bugs within production code.
Drive scrum meetings as Scrum Master, perform backlog grooming and sprint planning.
Consistent exercise of independent judgment and discretion in matters of significance.
Regular, consistent and punctual attendance. Must be able to work nights and weekends, variable schedule(s) and overtime as necessary.
Other duties and responsibilities as assigned.
"
0,"Description:
Associate software developer in test (SDET) to help automate our software testing procedures to promote a DevOps culture of software development. The automated test environment is used to drive defect containment and reduction and improve the quality of the product. It is a key piece of the pipeline to get valuable new features and software fixes out to our customers as quickly and as often as possible. You work will be helping to drive innovative technological solutions that sustain and enhance the operations, safety, and efficiency of the product:
Understanding user requirements to gain clear understanding of customer use cases
Working with other software developers to help ensure code is written for testability.
Supporting and improving our quality processes including developing and executing automated or manual acceptance, regression and smoke tests.
Designing, implementing, testing and troubleshooting test automation
Collaborating with other software developers on bugs found in software as a result of testing Skills:
Software testing, Software test engineering, Debug, Software validation, SDET, Software Developer in Test, IoT, Python, Selenium, Robot, API, Hardware, Device, Perl, power shell, jenkins Top Skills Details:

Python, selenium, robot Additional Skills & Qualifications:
Bachelor's degree in Computer Science, Electrical or Computer Engineering, or related work experience
2+ years of software development experience using scripting languages such as Python, Perl, Power Shell. (Python is a must)
Experience with a test automation frameworks such as Jenkins, Robot framework, selenium knowledge is a desired. (Selenium and/or Robot is a must)
Familiarity with working in a collaborative Agile development environment
2 years+ system testing experience Experience Level:"
0,"What is the Role

Looking to work on new distributed technologies? Have a passion for quality and solid demonstrated automation experience? Understand testing design principals from local to cloud, and want to leverage it in a material way on making large scale products and services better? The Platform Modernization team at Homecare Homecare Homebase, LLC (HCHB) is looking for Software Development Engineer in Test (SDET) candidates such as yourself.

What You Will Do

Write, execute, and evaluate load, integration, and system tests using industry standard automated testing tools.
Perform service level testing utilizing automated methods.
Create scripts and leverage monitoring tooling to compare and validate data results from testing.
Work and collaborate with Tech Operations for the intersection of automation testing and CI/CD Gates.
Be responsible for maintaining automated test scripts to meet platform software release deliverables, and quality considerations.
Be SME for KT of automation frameworks (see below)
What You Will Bring

3-5 years’ experience with .Net stack (preference given to recent experience with .Net Core 2.x and above)
3-5 years’ experience with Angular (preference given to recent experience with Angular 4 and above)
1-3 years’ experience with Azure technologies (preference given to various PaaS testing experience, understanding AKS and testing patterns in distributed systems)
3-5 years’ experience with testing services (preference given to recent experience with REST/WebAPI)
3-5 years‘ experience in a collection of these tool sets (Selenium, Protractor, Artillary.io, Postman, Azure DevOps extensions such as SoapUI, etc...)
3-5 years’ experience and comfort level working with Senior Architecture colleagues in a fast paced Agile environment"
0,"Required Skills:
Bachelor’s degree in Computer Science or related field or equivalent work experience of 5+ years.
5+ years’ experience as an SDET/Automation Tester.
Hands-on experience with automated test tools: Silk Test and Selenium.
Ability to integrate test script with test Management tools (Silk Central). Hands-on experience in developing and troubleshooting test scripts in Java.
Writing of automation test scripts from scratch in Java using Micro Focus Silk Test and Selenium automated testing tools.
Assist with the design, build, and maintain a robust and repeatable automation framework.
Utilize version management tool such as Git to share and collaborate with other Automation Engineers during script development.
Troubleshoot exception handling, runtime errors and other issues that could arise during automation script execution.
Interact with Automation Engineer, Test Engineer, and Test Analyst during the process of developing automation test scripts to gain further insight into the test scenarios and business processes.
Document and communicate bugs, defects, issues, status and results of testing with the SWQA department.
Prior experience in a Court/Legal environment is a plus
Hand-on experience using developing and troubleshooting C# scripts is a plus
Hands-on experience with Tyler Technologies case management systems is a plus.
Hands-on experience with using both Silk Test and Microsoft Visual Studio with Windows Application Driver is a plus."
0,"Open Lending is seeking an energetic SDET (Software Developer in Test) interested in driving and managing our Lenders Protection test automation suite. Your role will have a direct impact on the company, as it will be instrumental in helping our development team successfully scale quickly to support our fast growth!

Day-to-Day duties would include:
Own automation suite that will support one or more scrum teams
Identify automatable tests from regression suite and build automation backlog
Automate system use cases, regression tests, smoke tests, functional tests as needed
Seek efficiencies in time it takes to run tests (parallel tests, shift coverage left into unit tests, etc.)
Maintain legacy test automation tests
Triage issues on automated test runs and work to maintain a ""green"" pipeline
Requirements

REQUIRED:
Bachelor’s degree in Computer Science, Computer Engineering, or a relatable field from an accredited university
2+ years of Development and/or QA test automation / framework experience
Excellent oral and written communication skills and ability to effectively communicate results to the IT team
Enjoy working in a fast-paced environment
Expertise in analyzing, troubleshooting and resolving complex issues
Ability to prioritize and meet deadlines
Work from the Open Lending Corporate Office in downtown Austin, TX
RECOMMENDED:
Performance and security test development and execution
2+ years in Java development
Java Selenium development
Experience using Bitbucket, Jenkins, Maven, Git, and other related CI/CD tools
Rest API, SOAP development experience
mySQL (or other database) experience"
0,"We are looking for a meticulous SDET to contribute to and review the creation of designs for production software. The SDET's responsibilities include both software development and testing task and focuses on the testability, robustness, and performance of production software. As such, an SDET is a test professional with advanced programming skills who can create automation testing tools and frameworks to assist the manual testing process.
To be successful as an SDET, you should have excellent time management and organizational skills as well as strong communication skills. You should have a passion for designing, development, and testing and the ability to upgrade your technical skills within the constantly changing technology sector.
SDET Responsibilities:

Understanding the flow of code and how it interacts with different components.
Understanding project documents, customer demands, and product objectives to create and execute test cases.
Setting up, maintaining, and performing test automation frameworks on multiple application platforms, such as Mobile, Desktop, and Web, and building test scenarios and acceptance tests.
Investigating customer problems referred to you by the technical support team, testing bugs, and creating and managing bug reports.
Handling technical communications and understanding the customers' systems.
Working with deployments teams, resolving level issues for systems, coordinating on product design, and offering inputs on the testability of functional elements and product designs.
Noting all testing actions, you have performed in daily and weekly reports.
Analyzing and disintegrating software systems and coordinating with other teams to enhance the overall design.
Researching test tools, methodologies, and trends and upgrading existing practices and processes.
Managing the final quality on production release.

SDET Requirements:

A Bachelor's degree in Computer Science, Computer Engineering, or a related field.
Excellent designing and programming skills.
Knowledge of programming languages and process management methodology.
Knowledge of test methodologies and their corresponding tools.
Exposure to Behavior Driven Development and experience in programming and testing.
The ability to recognize risks and errors in an application.
Excellent verbal and written communication skills.
Good time management and organizational skills.
The ability to keep current with the constantly changing technology industry.
A passion for testing, development, and design.
Bachelor's in computer science or similar
MUST have Angular, Protractor, and Cypress.io experience"
0,"We are currently seeking a Software Development Engineer in Test (SDET) who will participate in the full life cycle of software development while supporting the functionality and mission of ARIN. This includes research, design, development, testing, debugging, maintenance, and documentation, with a particular focus on the role of test automation and testing in the software development lifecycle. The functionality of ARIN includes domain name services, public key certificate services, registration software, billing/accounting solutions, customer record management, data research and analysis, web-based systems including REST, electronic publication of ARIN data and any future technical growth and implementations at ARIN.

Job Description and Responsibilities

Design, develop and support testing of ARIN’s customer-facing and internal web applications, web services, and other backend systems related to functional areas such as whois, DNS, routing public key infrastructure, internet routing registry, billing, and membership management software.
Participate in ARIN’s synchronized, multi-team scrum-based Agile development process. Develop and deploy automated tests using Java Enterprise, Selenium, Protractor, Jasmine, and other testing tools against systems under test. Use open source software and scripting languages in Linux-based environments using ARIN standard practices for software test development.
Participate in requirements gathering process. Produce, contribute to and/or review project specifications, design documents, flowcharts and diagrams. Analyze software requirements to determine feasibility of design within time and cost constraints. Consult with customers concerning requirements, enhancements and operation of systems. Provide estimates for work required, and recommend alternatives that control cost and/or improve velocity.
Perform usability, reliability, compatibility, scalability, security, installation, stress, and integration testing as required to ensure quality of ARIN-developed software, with a particular focus on smooth, consistent and rapid delivery of software into the production environment, minimizing installation and functional bugs. Follow configuration management practices at ARIN, applying source control and coding standards.
Languages & Technologies

JavaScript
Java
Linux/Unix
SQL
Gradle
Git
Test Libraries and Tools

Protractor
Selenium
Jasmine
Postman
Background / Skills Required

4-year college degree preferably in an information systems or computer science related discipline or equivalent work experience.
3+ years of job-related experience as a software developer or software developer in test.
Coding experience with an automation test framework such as Selenium or Protractor.
Experience working with relational databases, SQL and in at least one modern programming language.
Working understanding of software project development concepts and QA methodologies.
Ability to understand complex instructions and to work independently.
Strong interpersonal, verbal, and written skills.
Excellent problem-solving skills."
0,"The Team

The Netskope Web Application Development team is responsible for building all aspects of the web platform that includes Web UI, Web Server, Relational Database, Rest API Service etc. Our team consists of an enthusiastic and fun filled group of people who work on product design, development and delivery of frontend and backend components of the Netskope UI stack.

As a Sr. SDET on the team you will be responsible for ensuring the quality of the UI stack for a new, unannounced project. Duties will include working closely with UX and development to create test plans and automate them. Additional duties will include:
Develop and execute software test plans in order to identify software problems and their cause.
Define what tests should be automated and aid in automating them.
Development of automation scripts parallel to feature development to enable CI/CD.
Design test plans, scenarios, scripts, or procedures and define acceptance criteria.
Continue to develop and optimize test procedures for improving efficiency on test plan execution.
Lead effort on integrating new tools and technologies for existing regression testing to rely completely on automation.
Work with teams to set up testing processes, patterns and standards and be the voice of quality.
Develop and oversee appropriate processes, toolset, and staging environment, to support our testing strategy.
Help the development team and product owner in debugging and troubleshooting the issue throughout the test cycle.
Openly collaborates with team members. Informing the development team of progress, roadblocks, and issues.
Develop effective reporting and analysis of critical product quality metrics.
Understand the major browser technologies to ensure that the Netskope web interface works seamlessly in all browsers.
Stay updated in industry UI trends to validate procedures, programming and documentation.
Qualifications/Requirements :
Minimum 5-10 years of hands on testing experience including automation.
Solid experience in Web User Interface testing.
Rich experience in testing rest api services.
Expertise in writing test automation for Web User Interface testing. eg: Selenium
Experience building automation frameworks.
Good knowledge on web applications and http protocols.
Good at coming up with test plans and execution.
Proficient in any one of the programming languages, preference Typescript, Python.
Familiarity with web data formats like JSON, MIME,XML, HTML
Experience in CI/CD, using tools like Drone, Jenkins, Hudson, or any other CI systems.
Experience with Docker and Kubernetes
Bonus Points :
Experience in writing test automation for Angular framework based web applications.
Experience with AWS, Azure or GCP.
Good understanding of security products like SWG, Web proxies or cloud security solutions is a big plus.
"
0,"Responsibilities

POSITION OVERVIEW:

The Software Development Engineer in test works with agile teams to define testable user stories, Acceptance Criteria and the Definition of Done. This role will have extensive experience in conducting automated test efforts using commercial and open source test automation tools for complex software development projects. The ideal candidate for this role has an impeccable attention to detail, a solid experience in software quality engineering and a solid understanding of commercial and opensource test automation tools. You should work well with people of differing experience levels. Some of the specific functions are as follows:

POSITION DETAIL:
Responsibilities include the following:

Ensuring that every phase and feature of the system is tested and that issues are identified and fixed before the product goes live
Creating test plans, test cases, and test scripts
Performing functional, regression, performance, security, and usability testing of the system
Develop, configure, and maintain automated test automation frameworks and custom test solutions for GUI applications, backend APIs and non-functional testing
Programs test automation scripts/modules/applications using a high level of technical expertise
Modify detailed test automation scripts/modules/applications/frameworks with high quality
Supporting users with application training and technical support
Under limited supervision, carries out procedures to ensure that all system products and services meet minimum company standards and end-user requirements
Thoroughly tests products to ensure proper operation and freedom from defects
Documents all problems and work to resolve them; reports progress on problem resolution to management
Devises improvements to current procedures and develops models of possible future configurations
Preparing reusable test data for every test scenario irrespective of environment
Reporting defects and working with the team to resolve them
Identify test cases which are test automation candidates
Identify the test scenarios and discuss them with the scrum team
Contribute to story point estimates based on level of effort
Review, Verify and evaluate the test results
Prepare for story Test Readiness Demo
Testing of new stories in the sprint and performing regression testing as part of sprint
Test Prioritization
Test case peer reviews
Review and analyze the stories for any ambiguity, better clarity, completeness, testability, acceptance criteria definition


Qualifications

Requires 10 to 12 years with BS/BA or 8 to 10 years with MS/MA or 5 to 7 years with PhD.

Required Skills:
Has a tester mindset, is curious and can come up with interesting test scenarios
Experience with test management and defect tracking tools such as Test Rail or Microfocus ALM
Experience with test and environment orchestration using Jenkins or similar orchestration tools as well as container technologies such as Docker
Experience with GitHub/GitLab (or equivalent software packages)
Experience with Windows and Linux based operating systems
Experience with programming languages, tools and data exchange formats such as Java, Bash, XML, JSON, SQL, VBScript
Experience with testing tools/frameworks such as Microfocus UFT, Selenium, Cucumber, JMeter, Postman, SonarQube, BurpSuite, RestAssured
Experience in testing Cloud based applications within AWS, Azure or Google
Experience in testing Mainframe based applications and testing tools is a plus
Prior experience in working with the Centers for Medicare and Medicaid Services (CMS) is a plus
Experience working as part of an agile scrum team.
Preferred Experience:
Minimum of 5+ years of experience as a Software Development Engineer in Test [SDET] with the focus on testing and test automation
Minimum of 5 years of experience in developing test automation frameworks/scripts using Microfocus UFT, Selenium
Minimum of 2 years of experience in developing test automation framework/scripts using Cucumber
Minimum of 2 years of experience in developing test automation framework/scripts to test Rest APIs
Minimum 5 years of software testing experience through a full system development life cycle, including implementing test plans, test cases, and test procedures
Minimum 5 years in analyzing test data
Minimum 5 years specialized experience in quality assurance and/or quality control
Minimum 3 years performing functional, integration, system, and regression software testing in an Agile Scrum environment
Minimum 5 years documenting test results for corrective actions, reports, and audits
Understanding of the principles of system analysis and quality assurance
Minimum 1 year of experience in using source code management tool like Git
Experience with issue tracking, collaboration, and documentation tools (e.g. Jira and Confluence)
Strong verbal and written communication skills
Experience collaborating with developers and other analysts to define system needs
Understanding of shift left testing approach
Initiative and ability to work with minimal supervision"
0,"Title: Software Development Engineer in Test (SDET)

Location: Colorado Springs, CO / Detroit, MI

Duration: Full Time

Job Description:

Our Client is looking for an experienced Software Development Engineer in Test (SDET) to join our growing Software Development and Test team. The SDET's primary responsibilities are software testing and development. SDET would be an experienced test professional with fluent coding skills who will be involved in creating automated test designs and framework to aid the overall software testing process at client end.

Primary Responsibilities:

Work in an Agile environment with the product owner, software engineers, and other senior test engineers during the entire software development life cycle
Design and develop Software test designs, test procedures and verification suites
Design, code and implement automated software test suite and automation framework
Perform automated and manual functional, regression and end-to-end systems tests for each product release
Work closely with architects and developers to help debug software issues
Report and track defects using Client's defect management system
Produce well written documentation for setup, installation and configuration of automated framework
Comprehensively document software bug reports, test summary and performance reports
Work in conjunction with Software test team in defining and implementing software test process and methodologies
Continuously look for ways to improve effectiveness and efficiency allowing us to provide a higher quality product in less time

Required Education, Experience and Competencies:

B.S. in Electrical Engineering, Computer Science, Computer Engineering, or related technical field
8 + years of software development experience in a technology product environment
Minimum of 5 years of experience as a Software Test Engineer of which two years as an SDET
Expert in Software test process, design and test case development
Advanced programming skills in Python and C
Experience in setup, problem resolution, testing and debugging of embedded microprocessor systems
Working knowledge of automated software test systems and embedded touch screen applications
Adept at planning projects and working independently
Excellent communication and documentation skills
Self-starter with a strong personal work ethic, and a ""whatever it takes"" attitude

Preferred Additional Qualifications:

Two years as a software developer with hands on design, coding and debugging experience
Knowledge of Agile development methodologies
Familiarity with ASPICE and other Process Improvement methodologies (e.g., CMMI)
Familiarity with Functional Safety Requirements (ISO/26262)
Experience using Confluence, JIRA and JAMA software"
0,"SDET

Work Location: Raleigh, NC (some relo offered)

Years of experience: 8+ years

Required

1) Knowledge of software engineering best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations

2) Expertise in one or more programming and scripting languages such as Java, C#, VB6, .NET and Ruby, Javascript, Python etc.

3) Strong experience in Agile/DevOps delivery models, working closely with testing teams

4) Experience building CI/CD/CT (Continuous Integration) pipelines

5) Indepth knowledge on TDD/BDD approaches, Unit Test automation, In-sprint test automation and test framework development

6) Hands-on experience in test automation with Selenium, Appium and related framework such as Cucumber, JBehave, NUnit, JUnit etc.

7) Ability to build unit, functional and integration test cases at UI level and API level

8) Knowledge of Service Virtualization, Test Data Management approaches, tools

9) Excellent troubleshooting and root cause analysis skills

10) Excellent communication skills with the ability to influence technical stakeholders

Responsibilities and Duties:

1) Responsible for design and development of test automation framework

2) Review current automation framework and identify improvement/enhancement opportunities

3) Actively participate in Sprint process, collaborating with various stakeholders to design and develop automated tests

4) Develop and implement in-sprint automation

5) Responsible for the setup and management of continuous testing initiatives

6) Integrate smoke/regression/functional test suites in the CI/CD pipeline

7) Analyze failures and conduct root cause analysis

8) Setup and configure test data for test automation suites/automated test runs

9) Defect triage/defect management

10) Additionally, support manual testing as required in case of non-automatable test cases

11) Identifying issues at code level using unit test automation, code coverage/inspection methods and tools

12) Improving code quality through interaction with development team

13) Collaboration with Dev team (Object identification, Mock objects etc.) to define uniform standards and coding guidelines

14) Conduct sprint demos, walkthroughs and metrics reporting"
0,"Schwab Personalized Investing is developing new and innovative products to delight our clients, and we are seeking a world class Software Development Engineer in Test (SDET) to join our team. You will own the Test Automation planning, preparation and execution as part of the Quality Assurance team supporting the launch of new investment products for retail and advised clients. The ideal candidate has several years of experience as a SDET and a proven track record of Test Automation success in an Agile, fast paced environment, as well as a solid background in Financial Services / Investing. This is an opportunity for a skilled programmatic tester to join a growing engineering team within Schwab Asset Management Solutions Technology and help our client’s own their tomorrow
What you are good at

Above all else you’re an engineer and a full stack tester (Data-Services-UI). You solve problems through automation. You’re curious and hungry to learn new things and look to make a long-lasting impact on the project.
You delight in leading your fellow engineers in writing effective tests and constantly challenge yourself to improve overall test coverage.
You know how to create your own REST services (in any language) and are familiar with parsing JSON and XML.
You have phenomenal organizational skills and are confident in your ability to deliver test metric visibility to stakeholders.
You have worked in an Agile environment in the past. Iterative test development and working as part of a distributed engineering team present an exciting opportunity for you.
You contribute to open source projects. If you have github.com contributions – we’d love to check them out!
You’re a lifelong learner. You’re able to grasp difficult concepts and complex designs and stay on top of new and emerging technologies.
What you have

9+ years of strong, demonstrable experience working as software developer or SDET
9+ years of experience developing software applications using C# or Java programming languages
4+ years of experience writing SQL statements
3+ years of experience with cloud Computing technologies (AWS, PCF etc.)
Full proficiency with testing RESTful web services using Postman
Experience using ‘git’ as source control system (cherry-picking and merge conflict resolution should be second nature to you)
Experience working in CI/CD environment. (Bamboo) One should be able to create, modify and execute jobs from scratch using ‘git’ as source
Comfort with the full Atlassian toolset (Jira, Confluence, Zephyr, Bitbucket) and Postman
Preferred Skills:

Good understanding of investment/trading life cycle, use cases, and data requirements to support the lifecycle
Bachelor’s degree in Computer Science, Engineering, Information Technology, Information Systems, or similar area of study"
0,"As a QA Test Lead, you will act as a validation and quality assurance expert and review the functionality of existing systems. You will conduct requirement analysis, define test strategy & design and lead execution to guarantee superior outcomes. You will also be required to design an optimal test environment to simulate real-time scenarios. You will have the opportunity to collaborate with some of the best talent in the industry to create innovative high quality and defect-free solutions to meet our clients’ business needs. You will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued.

Required Qualifications:

Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.
4 years of Information Technology experience
U.S. citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.
Candidate must be located within commuting distance of Hartford, CT or be willing to relocate to the area. This position may require travel in the US and Canada.
4 years of experience in ETL/Data Warehouse Testing
Experience with Testing strategies and Test Execution
Knowledge and experience with full SDLC lifecycle
Experience with Lean / Agile development methodologies

Preferred Qualifications:

At least 4 years of experience in Selenium, Java
Should have performed SDET role
Minimum 5 years test strategy and test Design
Minimum 5 years of experience in building Automation framework
5 years of experience in test execution analysis & reporting, testing lifecycle processes and test tools like HP-ALM
Hands-on experience with SQL and data profiling tools and utilities is preferred.
Ability to work in team in diverse/ multiple stakeholder environment
Analytical skills
Experience and desire to work in a Global delivery environment
"
0,"Sr. QA Engineer
Be responsible of the test automation infrastructure.
Use PyTest and other Python frameworks

About Our Client

High Tech fast-growing company.

Job Description

The main responsibilities are to:
Lead efforts for testing architectures and methodologies.
Work with development teams to establish a QA Strategy and Test cases for existing and new code.
Keep up with modern test automation technologies and processes and help to adopt them
Implement and execute a solid testing methodology, involving both manual and automated testing.
Work with engineering team to increase our quality standards across all projects.

The Successful Applicant

BS/MS degree in Computer Science, Engineering or a related subject. At least 5 years of hands-on testing automation experience. Experience with PyTest or other Python framework, Mocha or similar JS framework. Selenium or other UI framework. CI/CD pipelines. Experience integrating test harnesses and test results into continuous integration and build environments. Experience in SDET positions. Experience developing with Python is a big plus. Advanced English is mandatory."
0,"About the role

Workday is looking for an SDET engineer to join the Machine Learning Platform team. Engineering at Workday is responsible for driving on-time, high quality releases across various deployments. In addition, this person will drive the definition and evolution of QE processes and automation to optimize efficiency and quality while meeting the demands of rapid growth. The ideal candidate will have strong quality engineering experience in big data SaaS and agile environments

As a Senior SDET at Workday, you are responsible for the continuous delivery of application releases supporting mission critical services used by the world’s largest enterprises. You leverage quality engineering practices to lead innovative initiatives focused on customer experience, scalability, continuous delivery and team development. You use agile methodologies to plan, coordinate, and lead deployments of major product releases, weekly patches, and daily changes in a SaaS environment.

In this role you will;

Apply and enhance Workday methodologies and evangelize effective testing standards

Optimize test cycle efficiency & add test automation into the continuous delivery pipeline

Hands-on test planning, test development, testing and defect submission

Work with Product Management teams, development, and business owners to develop, automate and execute acceptance and E2E test plans

Analyze test results to ensure that the product functions per requirements

Exceptional debugging skills and ability to identify the root cause of a test failure

Setup, configure, and maintain software test labs and test environments

Work closely with the rest of the dev team and provide technical guidance to peer members as needed.

Run manual tests for scenarios that cannot be automated

Define and lead high-profile initiatives to improve product quality, deployment scalability and customer experience before, during and after change.

Play a leading role in managing release readiness and success criteria based on business requirements.

Capture and analyze quality metrics for release readiness

Guide the completion of root cause analysis to ensure issues do not recur.

Manage and provide oversight for deployment of releases into production environments.

Communicate plans and status; escalate issues as required.

About you

You are a Multiplier, and constantly look for ways to make other teams successful. You understand that the success and productivity of all scrum teams you interact with is critical to enabling continuous change.

You combine customer empathy and your passion for moving fast to deliver frequent, high quality releases that benefit our customers and partners and motivate our engineers.

Required skills;

Bachelor’s or Master’s degree in Computer Engineering or equivalent.

5+ years Quality Engineering Experience (preferably with Java/Scala-based SaaS applications) with overall experience of 10+ years

3+ years of experience in test automation [hands-on coding and design in Java/Scala], test automation frameworks

3+ years experience with one or more database technology (Postgres, MySQL) a must.

2+ years experience setting and managing CI env eg Jenkins

2+ years of solid experience with big data technologies (Hadoop. Kakfa, NoSQL etc)

2+ years experience in testing Web Services (REST preferred)

2+ years experience with at least one scripting language (shell/perl/python/jython etc)

1+ years experience working with AWS

1+ years experience with kubernetes and docker

2+ years experience working with Linux based application deployments

2+ years experience working with web servers and application servers

Desired Skills

Excellent communication and collaboration skills, both written and verbal. Ability to drive a meeting

Understanding of build systems, source code control systems, defect tracking systems and the interactions between them

Proficiency in software development life cycles

Ability to rapidly shift context between project oriented work and work supporting other teams"
0,"Qualified candidates will have 10+ years of experience in the Software QE (or related) field, with 3-5 years serving as a Test Lead, Manager, or Architect. Experience should extend across both manual and automated testing in a variety of Agile delivery models.

What You’ll Do

Lead software quality and testing activities on client projects of medium to large size and complexity
Manage full QE/testing teams through all phases of the project lifecycle
Engage directly with senior client stakeholders
Develop overall QE/testing strategy for client projects
Design test reporting and metrics appropriate to project needs
Assess solution risk and assist project team in prioritizing test efforts
Advise and assist project members with distributed QE responsibilities (e.g. unit testing)
Select and configure appropriate toolsets to effectively manage project testing
Provide thought leadership and contribute to the development of QE standards and methodology at Slalom
Contribute to business development opportunities, including writing SOWs and presenting solutions to perspective clients
Conduct workshops revolving around QE best practices and concepts
Serve as a People Manager for up to 6 people within the Slalom QE Practice, and provide meaningful mentoring and advising to junior members of the practice
Interview QE candidates and help Slalom leadership with hiring decisions
Perform all responsibilities of more junior QA team members, from Architect to Engineer. when required
What You’ll Bring

3+ years of professional coding experience in C#, Java, Javascript or Ruby
2+ years UI Test automation experience (e.g. Selenium, Protractor, Watir)
Experience in all phases of the software and testing lifecycle, inception through deployment
Diverse experiences in leading test strategy, test planning, test case design, and execution
Delivery leadership within Agile methodology projects (e.g. Scrum)
Proficiency using common test management tools (e.g. TestRail)
Breadth of experience in various QE-related roles such as:
Software Development Engineer in Test (SDET)

Automation tester or automation framework developer

Manual functional tester

Performance test engineer

Defect manager

QE tools, reporting, and metrics specialist

Mobile or web UX tester

Test environment or test data coordinator/lead

Additional Qualifications

Additional technical experience across areas such as Unit testing, API testing, DevOps, and custom tool development
Consulting experience working with senior level clients (directors, C-level)
Clear emphasis and career focus on QE
People Management experience
QE/testing, project management, and Scrum master certifications
QE/testing practice development"
0,"WHAT WILL YOU DO?

The Software Development Engineer in Test (SDET) is an integral part of the agile delivery team and will work with the Software Development Engineers (SDEs) to design, build, and support software deliveries. This team-oriented position will develop and execute test automation in co-operation with the rest of the team. Should occasions arise where product development capacity is needed you may also contribute directly to the product codebase, but your focus will be on test and test automation.

Your Primary Responsibilities Will Include

TEST AUTOMATION
Utilize existing test automation tools to implement pipeline driven automated test suites
Create new or expanded test automation capabilities, including coverage, reporting metrics, performance enhancements, and other related areas
As the industry changes, be up to date on cutting edge technologies/tools
Contribute user stories to team backlogs
Contribute to CI/CD process using DevOps Tools
Involve in Grooming/Planning/Scrum meetings and be part of required scrum events
Other responsibilities
Responsible for upholding F5’s Business Code of Ethics and for promptly reporting violations of the Code or other company policies.
Perform other related duties as assigned.
WHAT DO YOU NEED TO BE SUCCESSFUL IN THIS ROLE?
Demonstrate understanding of concepts of automation and performance testing required
Demonstrate excellent communication and inter-personal skills
Demonstrate strong time management and organizational skills
Ability to prioritize and multi-task in a fast paced, changing environment
Demonstrate excellent analytical, critical thinking and problem-solving skills
Demonstrate knowledge of continuous integration; build and deploy automation tools
Working knowledge of Agile methodology
Knowledge/Working experience on AI Powered Automation/Performance engineering is added advantage
WHAT WILL WE LOOK FOR ON YOUR RESUME?
Bachelor’s degree in Computer Science or equivalent experience
4+ years of experience in all phases of testing with heavy exposure to automation
Good programming knowledge of at least 1 of the following: Java, Typescript/Javascript
Java development skills desirable"
